RecordId,MAK,PropertyAddress,Suite,City,State,ZipCode,ZipCodePlus4,Latitude,Longitude,FIPSCode,APN,CensusKey,CensusKeyDecennial,CountyLandUseDescription,TotalAssessedValue,AssessmentYear,LotSizeOrArea,LotSizeAreaUnit,SalesPriceFromAssessment,YearBuilt,TotalNumberOfRooms,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths,NumberOfStories,NumberOfBuildings,NumberOfUnits,GarageTypeParking,GarageParkingNumberOfCars,HasDeck,DeckArea,HasGuestHouse,GuestHouseArea,PoolType,PoolArea,AirConditioning,HasFireplace,FireplaceCount,HasBasement,HasElevator,HasSecurityAlarm,HasSprinklers
822,1759903290,21 Rana,,Rancho Santa Margarita,CA,92688,1501,33.646920,-117.598145,06059,833-323-16,060590320503017,060590320503017,"SINGLE FAMILY RESIDENTIAL",461470,2023,5000.0000000,SF,325000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
823,6629968394,23 Rana,,Rancho Santa Margarita,CA,92688,1501,33.646867,-117.597997,06059,833-323-17,060590320503017,060590320503017,"SINGLE FAMILY RESIDENTIAL",353753,2023,5000.0000000,SF,230500,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
824,2622686111,25 Rana,,Rancho Santa Margarita,CA,92688,1501,33.646809,-117.597861,06059,833-323-18,060590320503017,060590320503017,"SINGLE FAMILY RESIDENTIAL",328579,2023,5000.0000000,SF,210000,1987,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
825,3963254961,9 Tepolito,,Rancho Santa Margarita,CA,92688,1502,33.647040,-117.597613,06059,833-323-20,060590320503017,060590320503017,"SINGLE FAMILY RESIDENTIAL",384234,2023,5000.0000000,SF,255000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
826,4565699198,17 Tepolito,,Rancho Santa Margarita,CA,92688,1502,33.647382,-117.597131,06059,833-323-24,060590320503017,060590320503017,"SINGLE FAMILY RESIDENTIAL",329788,2023,5000.0000000,SF,179000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
827,3647641083,8 Tepolito,,Rancho Santa Margarita,CA,92688,1503,33.646659,-117.597427,06059,833-324-04,060590320503018,060590320503018,"SINGLE FAMILY RESIDENTIAL",476103,2023,4278.0000000,SF,305000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
828,7451060496,6 Tepolito,,Rancho Santa Margarita,CA,92688,1503,33.646579,-117.597538,06059,833-324-05,060590320503018,060590320503018,"SINGLE FAMILY RESIDENTIAL",532467,2023,4370.0000000,SF,375000,1987,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
829,4822864595,2 Tepolito,,Rancho Santa Margarita,CA,92688,1503,33.646334,-117.597757,06059,833-324-07,060590320503018,060590320503018,"SINGLE FAMILY RESIDENTIAL",496624,2023,5000.0000000,SF,343000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
830,8460217000,20 Rana,,Rancho Santa Margarita,CA,92688,1531,33.646605,-117.598390,06059,833-324-12,060590320503018,060590320503018,"SINGLE FAMILY RESIDENTIAL",312603,2023,5000.0000000,SF,170000,1987,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
831,5500875747,14 Rana,,Rancho Santa Margarita,CA,92688,1500,33.646761,-117.598851,06059,833-324-15,060590320503018,060590320503018,"SINGLE FAMILY RESIDENTIAL",306737,2023,5000.0000000,SF,190000,1987,8,4,2.00,1,2,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
832,8579977089,10 Rana,,Rancho Santa Margarita,CA,92688,1500,33.646863,-117.599214,06059,833-324-17,060590320503018,060590320503018,"SINGLE FAMILY RESIDENTIAL",476945,2023,5000.0000000,SF,296000,1987,0,5,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
833,4021706490,8 Rana,,Rancho Santa Margarita,CA,92688,1500,33.647032,-117.599202,06059,833-324-18,060590320503018,060590320503018,"SINGLE FAMILY RESIDENTIAL",655951,2023,5000.0000000,SF,480000,1987,7,3,2.00,1,,0,0,999,2,N,0,N,0,904,0,C,Y,1,,,N,N
834,3163114122,6 Rana,,Rancho Santa Margarita,CA,92688,1500,33.647178,-117.599177,06059,833-324-19,060590320503018,060590320503018,"SINGLE FAMILY RESIDENTIAL",327540,2023,5000.0000000,SF,178500,1987,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
835,7375956011,2 Rana,,Rancho Santa Margarita,CA,92688,1500,33.647442,-117.599178,06059,833-324-21,060590320503018,060590320503018,"SINGLE FAMILY RESIDENTIAL",277855,2023,5000.0000000,SF,177500,1987,0,3,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
836,7293098889,21811 Avenida De Los Fundado,,Rancho Santa Margarita,CA,92688,1839,33.646272,-117.586249,06059,833-431-03,060590320554003,060590320554003,"WHOLLY EXEMPT-VACANT",1326645,2023,3.5899999,AC,2000000,,0,0,.00,0,,0,0,,0,N,,N,,,,,N,0,,,N,N
837,4743824630,11 Calle Alimar,,Rancho Santa Margarita,CA,92688,2317,33.644191,-117.586755,06059,833-432-01,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",437063,2023,5400.0000000,SF,246000,1989,0,2,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
838,2771846300,9 Calle Alimar,,Rancho Santa Margarita,CA,92688,2317,33.644266,-117.586599,06059,833-432-02,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",415661,2023,4750.0000000,SF,287000,1989,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
839,5113258244,7 Calle Alimar,,Rancho Santa Margarita,CA,92688,2317,33.644348,-117.586468,06059,833-432-03,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",279551,2023,4750.0000000,SF,150000,1989,7,3,2.00,1,2,0,0,999,2,N,0,N,0,904,0,,N,0,,,N,N
840,3870028352,5 Calle Alimar,,Rancho Santa Margarita,CA,92688,2317,33.644466,-117.586311,06059,833-432-04,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",384077,2023,6175.0000000,SF,212000,1989,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
841,3772777265,6 Calle Alimar,,Rancho Santa Margarita,CA,92688,2316,33.643998,-117.586077,06059,833-432-08,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",403792,2023,5625.0000000,SF,172000,1989,7,3,2.00,1,2,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
842,6702493196,16 Calle Alimar,,Rancho Santa Margarita,CA,92688,2318,33.643736,-117.586905,06059,833-432-13,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",522026,2023,4000.0000000,SF,375000,1989,7,4,2.00,1,,0,0,999,2,N,0,N,0,,0,C,Y,1,,,N,N
843,7387373676,10 Calle Horca,,Rancho Santa Margarita,CA,92688,2315,33.643130,-117.587230,06059,833-432-18,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",510890,2023,4900.0000000,SF,367000,1989,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
844,5962558176,11 Calle Coturno,,Rancho Santa Margarita,CA,92688,2306,33.642923,-117.586733,06059,833-432-21,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",301471,2023,4750.0000000,SF,154000,1989,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
845,1201643787,20 Calle Espolon,,Rancho Santa Margarita,CA,92688,2305,33.642563,-117.585879,06059,833-432-27,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",364882,2023,4875.0000000,SF,247000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
846,1396084217,15 Calle Espolon,,Rancho Santa Margarita,CA,92688,2302,33.643111,-117.585846,06059,833-432-43,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",257062,2023,4450.0000000,SF,167500,1989,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
847,8833853932,19 Calle Espolon,,Rancho Santa Margarita,CA,92688,2302,33.642916,-117.585604,06059,833-432-45,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",279419,2023,4250.0000000,SF,175000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
848,8302693425,21 Calle Espolon,,Rancho Santa Margarita,CA,92688,2302,33.642792,-117.585487,06059,833-432-46,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",352830,2023,5100.0000000,SF,230000,1989,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
849,3949118654,14 Calle Albarda,,Rancho Santa Margarita,CA,92688,2310,33.643029,-117.585430,06059,833-432-48,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",342043,2023,3800.0000000,SF,227000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
850,5056388377,6 Calle Albarda,,Rancho Santa Margarita,CA,92688,2310,33.643431,-117.585878,06059,833-432-52,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",373355,2023,4000.0000000,SF,207500,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
851,1217518747,4 Calle Albarda,,Rancho Santa Margarita,CA,92688,2310,33.643534,-117.586022,06059,833-432-53,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",396835,2023,4800.0000000,SF,274000,1989,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
852,1882118828,3 Calle Albarda,,Rancho Santa Margarita,CA,92688,2309,33.643976,-117.585657,06059,833-432-56,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",274707,2023,12400.0000000,SF,179000,1989,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
853,5511405403,17 Calle Albarda,,Rancho Santa Margarita,CA,92688,2311,33.643140,-117.584938,06059,833-432-63,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",385082,2023,5750.0000000,SF,214000,1989,0,4,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
854,9393886170,8 Calle Bieldo,,Rancho Santa Margarita,CA,92688,2301,33.642571,-117.585157,06059,833-432-68,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",338055,2023,4450.0000000,SF,195000,1989,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
855,2312059932,18 Calle Bieldo,,Rancho Santa Margarita,CA,92688,2301,33.642171,-117.585822,06059,833-432-73,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",686016,2023,4151.0000000,SF,502000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
856,8013953534,22 Calle Coturno,,Rancho Santa Margarita,CA,92688,2300,33.642116,-117.586315,06059,833-432-76,060590320554009,060590320554009,"SINGLE FAMILY RESIDENTIAL",333673,2023,4125.0000000,SF,172000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,999,0,,N,0,,,N,N
857,2168894221,4 Calle Coturno,,Rancho Santa Margarita,CA,92688,2308,33.642821,-117.587487,06059,833-432-85,060590320554011,060590320554011,"SINGLE FAMILY RESIDENTIAL",278624,2023,4000.0000000,SF,175000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
858,6157295658,13 Temecula Ct,,Rancho Santa Margarita,CA,92688,1829,33.645437,-117.588529,06059,833-441-03,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",770936,2023,3442.0000000,SF,627500,1988,6,3,3.00,0,,0,0,999,2,N,0,N,0,502,0,C,Y,1,,,N,N
859,4690021542,9 Temecula Ct,,Rancho Santa Margarita,CA,92688,1829,33.645646,-117.588722,06059,833-441-05,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",510684,2023,3592.0000000,SF,332000,1988,0,4,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
860,5699913676,3 Pima Ct,,Rancho Santa Margarita,CA,92688,1825,33.646349,-117.589085,06059,833-441-11,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",560291,2023,3850.0000000,SF,410000,1988,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
861,4602627947,5 Pima Ct,,Rancho Santa Margarita,CA,92688,1825,33.646435,-117.588965,06059,833-441-12,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",725158,2023,3361.0000000,SF,625000,1988,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
862,2083771584,11 Pima Ct,,Rancho Santa Margarita,CA,92688,1825,33.646687,-117.588602,06059,833-441-15,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",354107,2023,3871.0000000,SF,244500,1988,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
863,7137921432,15 Pima Ct,,Rancho Santa Margarita,CA,92688,1826,33.646867,-117.588372,06059,833-441-17,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",275056,2023,4119.0000000,SF,153000,1988,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
864,4983932405,19 Pima Ct,,Rancho Santa Margarita,CA,92688,1826,33.647077,-117.588174,06059,833-441-19,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",284070,2023,3500.0000000,SF,158000,1989,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
865,9574506995,7 Petaluma Ct,,Rancho Santa Margarita,CA,92688,1818,33.647031,-117.587249,06059,833-441-25,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",763653,2023,4875.0000000,SF,630000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
866,3099702944,3 Petaluma Ct,,Rancho Santa Margarita,CA,92688,1818,33.647273,-117.587457,06059,833-441-27,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",285871,2023,3750.0000000,SF,159000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
867,8271655268,1 Petaluma Ct,,Rancho Santa Margarita,CA,92688,1818,33.647417,-117.587519,06059,833-441-28,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",305712,2023,6000.0000000,SF,170000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
868,2283498735,11 Lompoc Ct,,Rancho Santa Margarita,CA,92688,1816,33.647877,-117.586724,06059,833-441-34,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",448230,2023,4226.0000000,SF,328000,1989,0,2,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
869,7728397566,6 Ojai Ct,,Rancho Santa Margarita,CA,92688,1814,33.647834,-117.586046,06059,833-441-39,060590320554000,060590320554000,"SINGLE FAMILY RESIDENTIAL",356014,2023,4510.0000000,SF,241000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
870,2670796187,1 Koso Pl,,Rancho Santa Margarita,CA,92688,1827,33.646102,-117.588293,06059,833-442-20,060590320554002,060590320554002,"SINGLE FAMILY RESIDENTIAL",524826,2023,4500.0000000,SF,377000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,999,0,,N,0,,,N,N
871,1463748409,11 Koso Pl,,Rancho Santa Margarita,CA,92688,1827,33.645531,-117.587781,06059,833-442-25,060590320554002,060590320554002,"SINGLE FAMILY RESIDENTIAL",528987,2023,4118.0000000,SF,380000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
872,1764464196,6 Koso Pl,,Rancho Santa Margarita,CA,92688,1828,33.646034,-117.587609,06059,833-444-03,060590320554003,060590320554003,"SINGLE FAMILY RESIDENTIAL",333712,2023,6340.0000000,SF,209000,1988,0,5,3.00,0,,0,0,999,3,N,0,N,0,904,0,,N,0,,,N,N
873,4173036063,12 Mohave Way,,Rancho Santa Margarita,CA,92688,1819,33.646496,-117.587338,06059,833-444-08,060590320554003,060590320554003,"SINGLE FAMILY RESIDENTIAL",331869,2023,4305.0000000,SF,184500,1988,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
874,1542128506,14 Mohave Way,,Rancho Santa Margarita,CA,92688,1819,33.646596,-117.587215,06059,833-444-09,060590320554003,060590320554003,"SINGLE FAMILY RESIDENTIAL",263146,2023,4250.0000000,SF,163000,1988,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
875,8081714353,34 Mohave Way,,Rancho Santa Margarita,CA,92688,1820,33.647284,-117.585804,06059,833-444-19,060590320554003,060590320554003,"SINGLE FAMILY RESIDENTIAL",532467,2023,3536.0000000,SF,369000,1989,7,3,2.00,1,2,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
876,2277159388,30382 Via Con Dios,,Rancho Santa Margarita,CA,92688,1518,33.644187,-117.602315,06059,833-451-03,060590320501004,060590320501004,"COMMERCIAL",13098551,2023,5.1510000,AC,1198000,,0,0,.00,0,,0,0,,0,N,,N,,,,,N,0,,,N,N
877,9796965302,30442 Via Con Dios,,Rancho Santa Margarita,CA,92688,1536,33.644260,-117.600903,06059,833-451-14,060590320501004,060590320501004,"COMMERCIAL",2447070,2023,1.4440000,AC,526000,,0,0,.00,0,,0,0,,0,N,,N,,,,,N,0,,,N,N
878,5579417816,7 La Cascada,,Rancho Santa Margarita,CA,92688,1628,33.648853,-117.592918,06059,833-481-01,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",404673,2023,3520.0000000,SF,285000,1990,0,3,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
879,5493397219,11 El Canto,,Rancho Santa Margarita,CA,92688,1656,33.648083,-117.592840,06059,833-481-10,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",397851,2023,3200.0000000,SF,225000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
880,4421888504,21 El Canto,,Rancho Santa Margarita,CA,92688,1658,33.647675,-117.592600,06059,833-481-14,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",489869,2023,3280.0000000,SF,345000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
881,4587483532,30 El Canto,,Rancho Santa Margarita,CA,92688,1658,33.647384,-117.591936,06059,833-481-20,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",400521,2023,3825.0000000,SF,227000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
882,9113658537,18 El Canto,,Rancho Santa Margarita,CA,92688,1656,33.648011,-117.592261,06059,833-481-26,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",257506,2023,3960.0000000,SF,164500,1989,7,3,2.00,1,,0,0,999,2,N,0,N,0,,0,C,Y,1,,,N,N
883,5293616201,16 El Canto,,Rancho Santa Margarita,CA,92688,1656,33.648113,-117.592317,06059,833-481-27,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",262984,2023,3920.0000000,SF,168000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
884,9217726477,15 La Cueva,,Rancho Santa Margarita,CA,92688,1664,33.648054,-117.591966,06059,833-481-40,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",271279,2023,3400.0000000,SF,170000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
885,2291329712,21 La Cueva,,Rancho Santa Margarita,CA,92688,1664,33.647728,-117.591830,06059,833-481-43,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",348071,2023,3520.0000000,SF,231000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,904,0,,N,0,,,N,N
886,2592025267,18 La Cueva,,Rancho Santa Margarita,CA,92688,1639,33.648134,-117.591533,06059,833-481-49,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",491400,2023,4536.0000000,SF,353000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
887,8057595204,4 La Cueva,,Rancho Santa Margarita,CA,92688,1639,33.648831,-117.591982,06059,833-481-56,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",398772,2023,4120.0000000,SF,226000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
888,3963428628,17 Los Abitos,,Rancho Santa Margarita,CA,92688,1631,33.648259,-117.591224,06059,833-481-66,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",272811,2023,3400.0000000,SF,167000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
889,8261646075,19 Los Abitos,,Rancho Santa Margarita,CA,92688,1631,33.648160,-117.591163,06059,833-481-67,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",69729,2023,3400.0000000,SF,201000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
890,3456693612,14 Los Abitos,,Rancho Santa Margarita,CA,92688,1607,33.648669,-117.590863,06059,833-481-74,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",726828,2023,4300.0000000,SF,542500,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
891,3823009126,8 Los Abitos,,Rancho Santa Margarita,CA,92688,1630,33.648936,-117.591129,06059,833-481-77,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",499714,2023,3731.0000000,SF,350000,1989,0,3,2.00,0,,0,0,999,2,N,0,N,0,904,0,,N,0,,,N,N
892,8267348126,4 Los Abitos,,Rancho Santa Margarita,CA,92688,1630,33.649118,-117.591298,06059,833-481-79,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",663188,2023,3913.0000000,SF,495000,1989,7,3,2.00,1,,0,0,999,2,N,0,N,0,,0,C,Y,1,,,N,N
893,7252303529,19 Las Piedras,,Rancho Santa Margarita,CA,92688,1627,33.648544,-117.590381,06059,833-482-10,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",355604,2023,3280.0000000,SF,236000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
894,1132495273,20 Las Piedras,,Rancho Santa Margarita,CA,92688,1627,33.648769,-117.589854,06059,833-482-12,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",379824,2023,4200.0000000,SF,267500,1989,0,3,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
895,6668174975,4 Las Piedras,,Rancho Santa Margarita,CA,92688,1626,33.649395,-117.590621,06059,833-482-20,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",433073,2023,3960.0000000,SF,305000,1989,0,3,2.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
896,3502789549,2 Las Piedras,,Rancho Santa Margarita,CA,92688,1626,33.649498,-117.590704,06059,833-482-21,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",404077,2023,4214.0000000,SF,272000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
897,8138143469,7 Los Picos,,Rancho Santa Margarita,CA,92688,1623,33.649584,-117.590428,06059,833-482-22,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",277715,2023,4000.0000000,SF,170000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
898,8443489142,20 Los Picos,,Rancho Santa Margarita,CA,92688,1623,33.649289,-117.589545,06059,833-482-30,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",308720,2023,3320.0000000,SF,170000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,502,0,,N,0,,,N,N
899,3303466651,14 Los Picos,,Rancho Santa Margarita,CA,92688,1623,33.649549,-117.589791,06059,833-482-33,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",264272,2023,3200.0000000,SF,172500,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
900,4258689972,8 Los Picos,,Rancho Santa Margarita,CA,92688,1623,33.649803,-117.590042,06059,833-482-36,060590320513002,060590320513002,"SINGLE FAMILY RESIDENTIAL",494047,2023,3200.0000000,SF,355000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
901,7882997170,9 La Cascada,,Rancho Santa Margarita,CA,92688,1629,33.649027,-117.592598,06059,833-483-01,060590320513003,060590320513003,"SINGLE FAMILY RESIDENTIAL",414612,2023,3400.0000000,SF,292000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
902,2869606561,17 La Cascada,,Rancho Santa Margarita,CA,92688,1629,33.649270,-117.592124,06059,833-483-05,060590320513003,060590320513003,"SINGLE FAMILY RESIDENTIAL",278530,2023,3200.0000000,SF,9000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
903,4734521984,21 La Cascada,,Rancho Santa Margarita,CA,92688,1629,33.649376,-117.591887,06059,833-483-07,060590320513003,060590320513003,"SINGLE FAMILY RESIDENTIAL",254843,2023,3200.0000000,SF,163000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
904,1497239097,43 Alumbre,,Rancho Santa Margarita,CA,92688,1707,33.647700,-117.594944,06059,833-561-15,060590320511000,060590320511000,"SINGLE FAMILY RESIDENTIAL",250458,2023,4000.0000000,SF,160000,1989,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
905,7624645262,2 Salvia,,Rancho Santa Margarita,CA,92688,1700,33.647715,-117.594768,06059,833-561-16,060590320511000,060590320511000,"SINGLE FAMILY RESIDENTIAL",730800,2023,4000.0000000,SF,567500,1989,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
906,7181142787,5 Cebolla,,Rancho Santa Margarita,CA,92688,1713,33.646486,-117.595875,06059,833-562-02,060590320511003,060590320511003,"SINGLE FAMILY RESIDENTIAL",729049,2023,4000.0000000,SF,562000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
907,6679906698,7 Cebolla,,Rancho Santa Margarita,CA,92688,1713,33.646342,-117.595846,06059,833-562-03,060590320511003,060590320511003,"SINGLE FAMILY RESIDENTIAL",317935,2023,4000.0000000,SF,211000,1989,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
908,5793144523,9 Cebolla,,Rancho Santa Margarita,CA,92688,1713,33.646203,-117.595823,06059,833-562-04,060590320511003,060590320511003,"SINGLE FAMILY RESIDENTIAL",271437,2023,4000.0000000,SF,170000,1989,0,3,2.00,1,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
909,5190124903,17 Cebolla,,Rancho Santa Margarita,CA,92688,1713,33.645658,-117.595591,06059,833-562-08,060590320511003,060590320511003,"SINGLE FAMILY RESIDENTIAL",362559,2023,4000.0000000,SF,201500,1989,0,3,3.00,0,,0,0,999,2,N,0,N,0,,0,,N,0,,,N,N
