RecordId,MAK,PropertyAddress,Suite,ZipCodePlus4,Latitude,Longitude,APN,CensusKey,CountyLandUseDescription,TotalAssessedValue,LotSizeOrArea,SalesPriceFromAssessment,YearBuilt,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths,GarageTypeParking,GarageParkingNumberOfCars,PoolType
1102,8904011118,4 Via Onza,,3181,33.645836,-117.620603,836-592-15,60590320493008,SINGLE FAMILY RESIDENTIAL,402506,5005.0,246000,1994,3,2.0,1,Type Not Specified,3,No Pool
1103,1349359528,2 Via Onza,,3181,33.64595,-117.620757,836-592-16,60590320493008,SINGLE FAMILY RESIDENTIAL,489180,5005.0,303000,1994,4,3.0,0,Type Not Specified,2,No Pool
1104,8065259378,7 Via Onza,,3181,33.645991,-117.620098,836-592-21,60590320493008,SINGLE FAMILY RESIDENTIAL,437743,6000.0,247500,1994,3,2.0,1,Type Not Specified,3,Pool w/Hot Tub/Spa
1105,9404859729,9 Via Onza,,3181,33.645888,-117.619958,836-592-22,60590320493008,SINGLE FAMILY RESIDENTIAL,418526,5980.0,236000,1994,4,2.0,1,Type Not Specified,2,Type Unspecified
1106,1515715811,16 Calle Gazapo,,3180,33.646755,-117.620098,836-592-29,60590320493008,SINGLE FAMILY RESIDENTIAL,422045,7600.0,275000,1994,3,2.0,1,Type Not Specified,3,No Pool
1107,4777050904,16 Via Indomado,,3177,33.645615,-117.619626,836-593-11,60590320493004,SINGLE FAMILY RESIDENTIAL,385906,5336.0,237500,1994,4,3.0,0,Type Not Specified,2,No Pool
1108,7400421707,4 Via Tigra,,3184,33.646602,-117.618068,836-602-04,60590320493004,SINGLE FAMILY RESIDENTIAL,408080,5665.0,251000,1994,4,3.0,0,Type Not Specified,2,No Pool
1109,7839083400,6 Via Tigra,,3184,33.646459,-117.618158,836-602-05,60590320493004,SINGLE FAMILY RESIDENTIAL,360044,5390.0,230000,1994,4,2.0,1,Type Not Specified,2,No Pool
1110,4423105937,23 Las Pisadas,,4102,33.645592,-117.61805,836-602-19,60590320493004,SINGLE FAMILY RESIDENTIAL,716921,6045.0,515000,1997,4,2.0,1,Type Not Specified,2,No Pool
1111,8759043199,18 Via Arribo,,4128,33.645189,-117.618636,836-602-25,60590320493004,SINGLE FAMILY RESIDENTIAL,611248,7020.0,406000,1998,4,2.0,1,Type Not Specified,3,No Pool
1112,3605294159,16 Via Arribo,,4128,33.645184,-117.618893,836-602-26,60590320493004,SINGLE FAMILY RESIDENTIAL,608278,7200.0,404000,1998,5,2.0,1,Type Not Specified,2,No Pool
1113,7677128811,21 Via Tigra,,3186,33.645613,-117.61916,836-602-30,60590320493004,SINGLE FAMILY RESIDENTIAL,884565,5400.0,820000,1994,3,2.0,1,Type Not Specified,3,No Pool
1114,8038597255,9 Via Tigra,,3186,33.646345,-117.618742,836-602-35,60590320493004,SINGLE FAMILY RESIDENTIAL,792474,5460.0,580000,1994,3,2.0,1,Type Not Specified,3,No Pool
1115,4763106288,7 Via Tigra,,3184,33.64649,-117.61866,836-602-36,60590320493004,SINGLE FAMILY RESIDENTIAL,899904,5005.0,810000,1994,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
1116,4962007342,10 Las Pisadas,,4101,33.646291,-117.617295,836-603-01,60590320493000,SINGLE FAMILY RESIDENTIAL,437292,7200.0,259000,1997,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
1117,4718380893,36 Las Pisadas,,4130,33.644608,-117.61717,836-603-11,60590320493000,SINGLE FAMILY RESIDENTIAL,563405,7000.0,365500,1998,5,2.0,1,Type Not Specified,2,No Pool
1118,5250532893,33 Las Pisadas,,4103,33.644598,-117.617796,836-603-16,60590320493000,SINGLE FAMILY RESIDENTIAL,1023753,6875.0,780000,1998,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
1119,6080485818,15 Via Arribo,,4127,33.644786,-117.618923,836-603-24,60590320493000,SINGLE FAMILY RESIDENTIAL,599362,6300.0,384500,1998,4,2.0,1,Type Not Specified,2,Spa/Hot Tub (only)
1120,5448541888,15 Via Berrendo,,3194,33.646113,-117.616786,836-611-03,60590320493000,SINGLE FAMILY RESIDENTIAL,795157,5244.0,560000,1997,4,2.0,1,Type Not Specified,2,No Pool
1121,1334677435,17 Via Berrendo,,3195,33.645961,-117.616817,836-611-04,60590320493000,SINGLE FAMILY RESIDENTIAL,369408,5187.0,241000,1997,4,3.0,0,Type Not Specified,2,No Pool
1122,4641081504,25 Via Berrendo,,3195,33.645297,-117.616835,836-611-08,60590320493000,SINGLE FAMILY RESIDENTIAL,438218,8250.0,280000,1997,4,2.0,1,Type Not Specified,2,No Pool
1123,1407860682,22 Via Berrendo,,3196,33.645479,-117.616348,836-611-12,60590320493000,SINGLE FAMILY RESIDENTIAL,1014390,5700.0,960000,1997,4,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
1124,5941451236,16 Via Onagro,,4104,33.645897,-117.615224,836-611-26,60590320493000,SINGLE FAMILY RESIDENTIAL,715744,6380.0,475000,1997,4,2.0,1,Type Not Specified,2,No Pool
1125,9548058680,12 Via Onagro,,4104,33.646187,-117.615093,836-611-28,60590320493000,SINGLE FAMILY RESIDENTIAL,954703,6720.0,969000,1996,4,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
1126,7781765500,2 Via Babera,,3510,33.644696,-117.615645,836-611-30,60590320493000,SINGLE FAMILY RESIDENTIAL,529790,6175.0,345500,1997,5,2.0,1,Type Not Specified,2,No Pool
1127,8538906793,4 Via Babera,,3510,33.64476,-117.615487,836-611-31,60590320493000,SINGLE FAMILY RESIDENTIAL,480178,6000.0,312000,1997,4,2.0,1,Type Not Specified,2,No Pool
1128,4007064739,10 Via Babera,,3510,33.645049,-117.614891,836-611-34,60590320493000,SINGLE FAMILY RESIDENTIAL,632776,6300.0,395000,1997,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
1129,7926293019,12 Via Babera,,3510,33.645061,-117.614653,836-611-35,60590320493000,SINGLE FAMILY RESIDENTIAL,927214,6900.0,653000,1997,4,4.0,1,Type Not Specified,2,Spa/Hot Tub (only)
1130,2695167937,14 Via Babera,,3510,33.645092,-117.614413,836-611-36,60590320493000,SINGLE FAMILY RESIDENTIAL,613072,6825.0,415000,1997,4,2.0,1,Type Not Specified,2,No Pool
1131,5945745260,15 Via Liebre,,3501,33.646434,-117.613459,836-612-05,60590320493007,SINGLE FAMILY RESIDENTIAL,632745,9750.0,393500,1997,4,3.0,0,Type Not Specified,3,Pool w/Hot Tub/Spa
1132,5258679978,10 Via Liebre,,3501,33.645965,-117.613633,836-612-07,60590320493007,SINGLE FAMILY RESIDENTIAL,1006024,8000.0,925000,1997,5,2.0,0,Type Not Specified,2,No Pool
1133,6682710123,4 Via Liebre,,3501,33.645899,-117.614036,836-612-09,60590320493007,SINGLE FAMILY RESIDENTIAL,467938,6500.0,302000,1997,5,2.0,0,Type Not Specified,2,No Pool
1134,5934756405,15 Via Babera,,3511,33.645463,-117.614377,836-612-12,60590320493007,SINGLE FAMILY RESIDENTIAL,551383,7600.0,360500,1998,5,2.0,1,Type Not Specified,2,No Pool
1135,7056649999,17 Via Babera,,3511,33.64547,-117.614149,836-612-13,60590320493007,SINGLE FAMILY RESIDENTIAL,501016,6700.0,332500,1998,5,2.0,1,Type Not Specified,2,No Pool
1136,3908474387,18 El Corzo,,3508,33.645896,-117.611399,836-621-10,60590320493000,SINGLE FAMILY RESIDENTIAL,462720,6650.0,302000,1997,4,3.0,0,Type Not Specified,2,No Pool
1137,9122423392,12 El Corzo,,3508,33.645651,-117.611902,836-621-13,60590320493000,SINGLE FAMILY RESIDENTIAL,442770,6900.0,288500,1997,4,2.0,1,Type Not Specified,2,No Pool
1138,4885074040,12 Via Anta,,3505,33.644952,-117.612244,836-621-19,60590320493000,SINGLE FAMILY RESIDENTIAL,1018759,6650.0,969000,1997,4,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
1139,7775988175,6 El Corzo,,3506,33.645673,-117.612589,836-621-24,60590320493000,SINGLE FAMILY RESIDENTIAL,414375,6000.0,270000,1997,4,3.0,0,Type Not Specified,2,No Pool
1140,4111442676,4 Las Fieras,,3503,33.645284,-117.613064,836-621-28,60590320493000,SINGLE FAMILY RESIDENTIAL,418979,7140.0,273000,1997,4,3.0,0,Type Not Specified,2,No Pool
1141,4592597004,5 Via Puma,,3504,33.644635,-117.612607,836-621-33,60590320493000,SINGLE FAMILY RESIDENTIAL,901939,6000.0,660000,1997,4,3.0,0,Type Not Specified,2,No Pool
1142,4065768403,9 Via Puma,,3504,33.644368,-117.612374,836-621-35,60590320493000,SINGLE FAMILY RESIDENTIAL,564441,7000.0,350000,1997,4,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
1143,4199344013,4 Via Puma,,3504,33.644119,-117.612639,836-621-37,60590320493000,SINGLE FAMILY RESIDENTIAL,538431,5400.0,306000,1997,4,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
1144,1854743896,11 Las Fieras,,3502,33.644531,-117.613448,836-631-02,60590320493000,SINGLE FAMILY RESIDENTIAL,768127,8820.0,540000,1997,3,2.0,1,Type Not Specified,2,No Pool
1145,9463466052,15 Las Fieras,,3502,33.644374,-117.613458,836-631-03,60590320493000,SINGLE FAMILY RESIDENTIAL,432794,5500.0,282000,1997,4,2.0,1,Type Not Specified,2,No Pool
1146,8208077786,17 Las Fieras,,3502,33.644204,-117.613465,836-631-04,60590320493000,SINGLE FAMILY RESIDENTIAL,828291,6240.0,595000,1997,3,3.0,0,Type Not Specified,2,No Pool
1147,5224690119,25 Las Fieras,,3502,33.643575,-117.61309,836-631-08,60590320493000,SINGLE FAMILY RESIDENTIAL,759556,7200.0,478500,1997,4,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
1148,1291459752,1 Calle Liberacion,,4136,33.652987,-117.624352,836-651-18,60590320483001,SINGLE FAMILY RESIDENTIAL,860349,3358.0,655000,1998,3,2.0,1,Type Not Specified,2,No Pool
1149,8987960565,24 Calle Alamitos,,4139,33.652497,-117.624305,836-651-34,60590320483004,SINGLE FAMILY RESIDENTIAL,433072,3580.0,305000,1998,3,2.0,1,Type Not Specified,2,No Pool
1150,6140938008,30 Calle Alamitos,,4139,33.65247,-117.624165,836-651-35,60590320483004,SINGLE FAMILY RESIDENTIAL,321765,3478.0,209000,1998,3,2.0,1,Type Not Specified,2,No Pool
1151,2052676859,6 Via Estrada,,4138,33.652275,-117.623523,836-651-39,60590320483004,SINGLE FAMILY RESIDENTIAL,450110,3651.0,317000,1998,3,2.0,1,Type Not Specified,2,No Pool
1152,8296841873,45 Calle Alamitos,,4134,33.65196,-117.62314,836-651-45,60590320483000,SINGLE FAMILY RESIDENTIAL,556690,3304.0,400000,1998,3,2.0,1,Type Not Specified,2,No Pool
1153,1784101928,43 Calle Alamitos,,4134,33.651951,-117.623282,836-651-46,60590320483000,SINGLE FAMILY RESIDENTIAL,488688,3198.0,351500,1998,3,2.0,1,Type Not Specified,2,No Pool
1154,6982595079,33 Calle Alamitos,,4134,33.652083,-117.62402,836-651-51,60590320483000,SINGLE FAMILY RESIDENTIAL,857629,3063.0,666000,1998,3,2.0,1,Type Not Specified,2,No Pool
1155,6588285529,9 Calle Alamitos,,4133,33.653129,-117.624701,836-651-62,60590320483000,SINGLE FAMILY RESIDENTIAL,640356,3066.0,460000,1998,3,2.0,1,Type Not Specified,2,No Pool
1156,8195616419,7 Via Clemente,,4119,33.652789,-117.621882,836-652-10,60590320483002,SINGLE FAMILY RESIDENTIAL,556829,3403.0,400000,1997,3,2.0,1,Type Not Specified,2,No Pool
1157,1946991831,6 Via Clemente,,4119,33.652521,-117.62206,836-652-12,60590320483002,SINGLE FAMILY RESIDENTIAL,813110,3015.0,595000,1997,3,2.0,1,Type Not Specified,2,No Pool
1158,6913281404,4 Via Clemente,,4119,33.652545,-117.622209,836-652-13,60590320483002,SINGLE FAMILY RESIDENTIAL,743886,3015.0,580000,1997,3,2.0,1,Type Not Specified,2,No Pool
1159,4564032545,2 Via Acosta,,4135,33.652345,-117.621969,836-652-18,60590320483002,SINGLE FAMILY RESIDENTIAL,376559,3216.0,262000,1998,3,2.0,1,Type Not Specified,2,No Pool
1160,2981908794,6 Via Acosta,,4135,33.652106,-117.622029,836-652-20,60590320483002,SINGLE FAMILY RESIDENTIAL,625009,4691.0,440000,1998,3,2.0,1,Type Not Specified,2,No Pool
1161,1504383095,57 Calle Alamitos,,4118,33.651754,-117.622271,836-652-21,60590320483000,SINGLE FAMILY RESIDENTIAL,370672,3638.0,246000,1998,3,2.0,1,Type Not Specified,2,No Pool
1162,4076340927,47 Calle Alamitos,,4134,33.651963,-117.622984,836-652-26,60590320483000,SINGLE FAMILY RESIDENTIAL,159798,3608.0,395000,1998,3,2.0,1,Type Not Specified,2,No Pool
1163,5568418681,26 Calle San Luis Rey,,4122,33.653144,-117.623184,836-652-34,60590320483001,SINGLE FAMILY RESIDENTIAL,602655,3137.0,441000,1997,3,2.0,1,Type Not Specified,2,No Pool
1164,4168067293,15 Pyrite,,3516,33.650579,-117.612232,836-661-04,60590320493000,SINGLE FAMILY RESIDENTIAL,327729,3893.0,217500,1998,3,2.0,1,Type Not Specified,2,No Pool
1165,6292252777,3 Pyrite,,3516,33.65108,-117.611903,836-661-08,60590320493000,SINGLE FAMILY RESIDENTIAL,803866,10192.0,600000,1998,3,2.0,1,Type Not Specified,2,No Pool
1166,9801242517,1 Plushstone,,3515,33.650938,-117.61168,836-661-09,60590320493000,SINGLE FAMILY RESIDENTIAL,452421,5181.0,325000,1998,3,2.0,1,Type Not Specified,2,No Pool
1167,9066250259,19 Plushstone,,3515,33.650555,-117.61074,836-661-16,60590320493000,SINGLE FAMILY RESIDENTIAL,587622,3882.0,430000,1998,3,2.0,1,Type Not Specified,2,No Pool
1168,6565292807,31 Plushstone,,3515,33.6501,-117.610024,836-661-22,60590320493000,SINGLE FAMILY RESIDENTIAL,356357,3776.0,237500,1999,3,2.0,1,Type Not Specified,2,No Pool
1169,5220612018,20 Plushstone,,3514,33.650225,-117.610857,836-662-08,60590320493009,SINGLE FAMILY RESIDENTIAL,710082,3546.0,530000,1998,3,2.0,1,Type Not Specified,2,No Pool
1170,8246221855,22 Plushstone,,3514,33.650163,-117.610734,836-662-09,60590320493009,SINGLE FAMILY RESIDENTIAL,412528,3546.0,270000,1998,4,3.0,0,Type Not Specified,2,No Pool
1171,4749849468,26 Plushstone,,3514,33.65001,-117.610496,836-662-11,60590320493009,SINGLE FAMILY RESIDENTIAL,584669,3696.0,420000,1999,4,3.0,0,Type Not Specified,2,No Pool
1172,1018981985,28 Plushstone,,3514,33.649926,-117.610371,836-662-12,60590320493009,SINGLE FAMILY RESIDENTIAL,427250,3465.0,295000,1999,3,2.0,1,Type Not Specified,2,No Pool
1173,7925658100,30 Plushstone,,3514,33.649851,-117.610256,836-662-13,60590320493009,SINGLE FAMILY RESIDENTIAL,778926,3528.0,665000,1999,3,2.0,1,Type Not Specified,2,No Pool
1174,5006717564,33 Tanzanite,,3512,33.649341,-117.61011,836-662-18,60590320493009,SINGLE FAMILY RESIDENTIAL,369315,4359.0,250000,1999,3,2.0,1,Type Not Specified,2,No Pool
1175,2878286177,29 Tanzanite,,3512,33.649548,-117.610301,836-662-20,60590320493009,SINGLE FAMILY RESIDENTIAL,706764,3992.0,625000,1999,3,2.0,1,Type Not Specified,2,No Pool
1176,2482951079,19 Tanzanite,,3512,33.649924,-117.610884,836-662-25,60590320493009,SINGLE FAMILY RESIDENTIAL,659688,4219.0,474000,1998,3,2.0,1,Type Not Specified,2,No Pool
1177,9266284970,1 Tanzanite,,3512,33.650421,-117.611905,836-662-33,60590320493009,SINGLE FAMILY RESIDENTIAL,333454,4033.0,221500,1998,3,2.0,1,Type Not Specified,2,No Pool
1178,7112343558,20 Pyrite,,3517,33.650134,-117.612015,836-663-01,60590320493011,SINGLE FAMILY RESIDENTIAL,417470,4626.0,280000,1998,4,3.0,0,Type Not Specified,2,No Pool
1179,9376243411,12 Tanzanite,,3513,33.649788,-117.611332,836-663-06,60590320493011,SINGLE FAMILY RESIDENTIAL,381218,3527.0,253000,1998,3,2.0,1,Type Not Specified,2,No Pool
1180,4631914189,20 Tanzanite,,3513,33.649639,-117.611091,836-663-08,60590320493011,SINGLE FAMILY RESIDENTIAL,477091,3464.0,336000,1998,3,2.0,1,Type Not Specified,2,No Pool
1181,6962246579,19 Ametrine Way,,3527,33.649574,-117.611479,836-663-26,60590320493011,SINGLE FAMILY RESIDENTIAL,528847,3934.0,380000,1999,3,2.0,1,Type Not Specified,2,No Pool
1182,6303693735,16 Ametrine Way,,3526,33.64938,-117.611821,836-671-08,60590320493006,SINGLE FAMILY RESIDENTIAL,403631,3468.0,254500,1999,3,2.0,1,Type Not Specified,2,Spa/Hot Tub (only)
1183,7494658566,22 Ametrine Way,,3526,33.649164,-117.611462,836-671-11,60590320493006,SINGLE FAMILY RESIDENTIAL,716781,3468.0,535000,1999,3,2.0,1,Type Not Specified,2,No Pool
1184,2508608261,30 Ametrine Way,,3526,33.648937,-117.61109,836-671-14,60590320493006,SINGLE FAMILY RESIDENTIAL,422466,3797.0,285000,1999,3,2.0,1,Type Not Specified,2,No Pool
1185,9965507005,38 Ametrine Way,,3526,33.648602,-117.610886,836-671-17,60590320493006,SINGLE FAMILY RESIDENTIAL,706764,3976.0,610000,1999,3,2.0,1,Type Not Specified,2,No Pool
1186,3665399686,35 Korite,,3531,33.64847,-117.611066,836-671-18,60590320493006,SINGLE FAMILY RESIDENTIAL,397384,4118.0,269000,1999,3,2.0,1,Type Not Specified,2,No Pool
1187,4906408480,29 Korite,,3531,33.648794,-117.611313,836-671-21,60590320493006,SINGLE FAMILY RESIDENTIAL,413635,3708.0,280000,1999,4,3.0,0,Type Not Specified,2,No Pool
1188,2968016287,18 Lazurite,,3528,33.649199,-117.613093,836-671-37,60590320493006,SINGLE FAMILY RESIDENTIAL,857289,3696.0,740000,1999,4,3.0,0,Type Not Specified,2,No Pool
1189,1809447211,28 Lazurite,,3529,33.648699,-117.61302,836-671-42,60590320493006,SINGLE FAMILY RESIDENTIAL,836481,3698.0,695000,1999,4,3.0,0,Type Not Specified,2,No Pool
1190,7160888161,15 Spinel Ct,,3509,33.648224,-117.613032,836-671-45,60590320493006,SINGLE FAMILY RESIDENTIAL,459403,8398.0,317000,2000,4,3.0,0,Type Not Specified,2,No Pool
1191,4375798619,11 Spinel Ct,,3509,33.648349,-117.613126,836-671-46,60590320493006,SINGLE FAMILY RESIDENTIAL,576324,6659.0,367000,2000,3,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
1192,1877362850,22 Korite,,3532,33.648762,-117.611911,836-672-07,60590320493001,SINGLE FAMILY RESIDENTIAL,678637,3747.0,487500,1999,3,3.0,0,Type Not Specified,2,No Pool
1193,2217502740,30 Korite,,3532,33.648506,-117.611556,836-672-10,60590320493001,SINGLE FAMILY RESIDENTIAL,819835,3870.0,665000,1999,3,2.0,1,Type Not Specified,2,No Pool
1194,3425504410,32 Korite,,3532,33.648403,-117.611476,836-672-11,60590320493001,SINGLE FAMILY RESIDENTIAL,418952,3580.0,284000,1999,4,3.0,0,Type Not Specified,2,No Pool
1195,2845553364,29 Lazurite,,3530,33.648915,-117.612697,836-672-25,60590320493001,SINGLE FAMILY RESIDENTIAL,407725,3632.0,276500,1999,5,2.0,1,Type Not Specified,2,No Pool
1196,2642415329,36 Lazurite,,3520,33.648339,-117.612426,836-681-01,60590320493000,SINGLE FAMILY RESIDENTIAL,570751,3760.0,410000,1998,5,2.0,1,Type Not Specified,2,No Pool
1197,7938182276,7 Feldspar Way,,3518,33.648074,-117.612573,836-681-04,60590320493000,SINGLE FAMILY RESIDENTIAL,808390,3480.0,715000,1998,5,2.0,1,Type Not Specified,2,No Pool
1198,8056260096,15 Feldspar Way,,3518,33.647775,-117.612849,836-681-07,60590320493000,SINGLE FAMILY RESIDENTIAL,452202,3819.0,298000,1998,3,2.0,1,Type Not Specified,2,No Pool
1199,9877144709,17 Feldspar Way,,3518,33.647668,-117.612969,836-681-08,60590320493000,SINGLE FAMILY RESIDENTIAL,808390,4638.0,725000,1998,5,2.0,1,Type Not Specified,2,No Pool
1200,5316565817,35 Feldspar Way,,3518,33.64676,-117.612264,836-681-17,60590320493000,SINGLE FAMILY RESIDENTIAL,808390,4770.0,640000,1998,5,2.0,1,Type Not Specified,2,No Pool
1201,4512939657,39 Feldspar Way,,3518,33.646817,-117.612133,836-681-18,60590320493000,SINGLE FAMILY RESIDENTIAL,507271,4611.0,336000,1998,4,2.0,1,Type Not Specified,2,No Pool
1202,9086043783,10 Feldspar Way,,3519,33.64775,-117.612373,836-682-04,60590320493003,SINGLE FAMILY RESIDENTIAL,417370,4312.0,273000,1998,4,3.0,0,Type Not Specified,2,No Pool
1203,4817626762,29 Anglesite,,3523,33.64783,-117.611854,836-682-14,60590320493003,SINGLE FAMILY RESIDENTIAL,912430,3989.0,750000,1998,3,3.0,0,Type Not Specified,2,No Pool
1204,7391091102,28 Anglesite,,3522,33.64758,-117.611587,836-683-02,60590320493010,SINGLE FAMILY RESIDENTIAL,924607,3696.0,718000,1998,3,3.0,0,Type Not Specified,2,No Pool
1205,2346831570,18 Anglesite,,3522,33.648004,-117.611,836-683-07,60590320493010,SINGLE FAMILY RESIDENTIAL,471838,4131.0,319500,1999,3,3.0,0,Type Not Specified,2,No Pool
1206,7285824456,12 Anglesite,,3522,33.648323,-117.610711,836-683-10,60590320493010,SINGLE FAMILY RESIDENTIAL,912430,4001.0,780000,1999,3,3.0,0,Type Not Specified,2,No Pool
1207,5023135020,5 Ammolite,,3521,33.648327,-117.610127,836-683-18,60590320493010,SINGLE FAMILY RESIDENTIAL,687384,3939.0,503000,1999,4,3.0,0,Type Not Specified,2,No Pool
1208,8834475947,9 Ammolite,,3521,33.648235,-117.610411,836-683-20,60590320493010,SINGLE FAMILY RESIDENTIAL,862491,3848.0,721000,1999,4,3.0,0,Type Not Specified,2,No Pool
1209,5053005675,19 Ammolite,,3521,33.647802,-117.610805,836-683-24,60590320493010,SINGLE FAMILY RESIDENTIAL,524142,4120.0,330000,1999,4,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
1210,8766139586,23 Ammolite,,3521,33.647609,-117.611059,836-683-26,60590320493010,SINGLE FAMILY RESIDENTIAL,619475,3555.0,445000,1998,4,3.0,0,Type Not Specified,2,No Pool
1211,4221758734,21 Baldosa,,3404,33.658714,-117.613381,839-051-03,60590320494007,SINGLE FAMILY RESIDENTIAL,418304,4794.0,228000,1992,2,2.0,1,Type Not Specified,2,No Pool
1212,2700712894,11 Baldosa,,3404,33.659265,-117.613688,839-051-07,60590320494007,SINGLE FAMILY RESIDENTIAL,670267,5700.0,485000,1992,3,2.0,1,Type Not Specified,2,No Pool
1213,8481824323,9 Baldosa,,3404,33.659413,-117.613772,839-051-08,60590320494007,SINGLE FAMILY RESIDENTIAL,612371,5664.0,440000,1992,3,2.0,1,Type Not Specified,2,No Pool
1214,3923694021,16 Baldosa,,3403,33.659164,-117.613123,839-051-18,60590320494007,SINGLE FAMILY RESIDENTIAL,463347,6480.0,307500,1992,3,2.0,1,Type Not Specified,2,No Pool
1215,1782668284,4 Placita,,3411,33.659885,-117.612461,839-051-27,60590320494007,SINGLE FAMILY RESIDENTIAL,456583,4620.0,297500,1992,3,3.0,0,Type Not Specified,2,No Pool
1216,4881936881,18 Placita,,3412,33.658933,-117.612348,839-051-33,60590320494007,SINGLE FAMILY RESIDENTIAL,413022,5640.0,248000,1992,3,3.0,0,Type Not Specified,2,No Pool
1217,6126467248,22 Placita,,3412,33.658785,-117.61269,839-051-35,60590320494007,SINGLE FAMILY RESIDENTIAL,569386,5520.0,401000,1992,3,3.0,0,Type Not Specified,2,No Pool
1218,2623277999,25 Saltillo,,3421,33.6609,-117.612164,839-051-45,60590320494007,SINGLE FAMILY RESIDENTIAL,705370,5225.0,485000,1993,3,2.0,1,Type Not Specified,2,No Pool
1219,3975482734,17 Saltillo,,3421,33.660793,-117.612828,839-051-49,60590320494007,SINGLE FAMILY RESIDENTIAL,596365,4750.0,420000,1993,3,3.0,0,Type Not Specified,2,Pool w/Hot Tub/Spa
1220,6475913250,9 Saltillo,,3420,33.660766,-117.613334,839-051-52,60590320494007,SINGLE FAMILY RESIDENTIAL,397343,4750.0,230000,1994,3,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
1221,5884463181,5 Saltillo,,3420,33.66084,-117.613672,839-051-54,60590320494007,SINGLE FAMILY RESIDENTIAL,500144,7125.0,315000,1994,3,2.0,1,Type Not Specified,2,No Pool
1222,2000949005,2 Saltillo,,3420,33.660455,-117.613872,839-051-57,60590320494007,SINGLE FAMILY RESIDENTIAL,506425,6375.0,295000,1994,4,3.0,1,Type Not Specified,2,No Pool
1223,9050722730,18 Saltillo,,3421,33.660413,-117.612671,839-051-64,60590320494007,SINGLE FAMILY RESIDENTIAL,385556,4500.0,235000,1993,3,2.0,1,Type Not Specified,2,No Pool
1224,7840325030,20 Saltillo,,3421,33.660434,-117.612509,839-051-65,60590320494007,SINGLE FAMILY RESIDENTIAL,828060,4500.0,820000,1993,3,3.0,0,Type Not Specified,2,No Pool
1225,8761091221,7 Via Trompeta,,3205,33.656698,-117.618502,839-061-05,60590320492003,SINGLE FAMILY RESIDENTIAL,286598,5355.0,172000,1992,2,2.0,1,Type Not Specified,2,No Pool
1226,2679162972,9 Via Trompeta,,3205,33.656686,-117.618285,839-061-06,60590320492003,SINGLE FAMILY RESIDENTIAL,430144,5376.0,297000,1992,3,3.0,0,Type Not Specified,2,No Pool
1227,9622144413,20 Via Trompeta,,3203,33.656105,-117.617561,839-062-07,60590320492009,SINGLE FAMILY RESIDENTIAL,547474,5848.0,283000,1992,3,2.0,1,Type Not Specified,2,No Pool
1228,8737043130,21 El Guiro,,3213,33.655313,-117.617003,839-062-13,60590320492009,SINGLE FAMILY RESIDENTIAL,368574,5200.0,195000,1992,3,3.0,0,Type Not Specified,2,No Pool
1229,5620540044,2 El Guiro,,3211,33.655756,-117.618397,839-062-23,60590320492009,SINGLE FAMILY RESIDENTIAL,473894,3850.0,193500,1992,4,2.0,1,Type Not Specified,2,Pool w/Hot Tub/Spa
1230,8477393543,8 El Guiro,,3212,33.655546,-117.617937,839-062-26,60590320492009,SINGLE FAMILY RESIDENTIAL,681020,5070.0,425000,1992,4,3.0,0,Type Not Specified,2,No Pool
1231,4992799428,30 Los Platillos,,3232,33.656092,-117.619141,839-062-35,60590320492009,SINGLE FAMILY RESIDENTIAL,417195,4875.0,270000,1994,3,3.0,0,Type Not Specified,2,Spa/Hot Tub (only)
1232,3852382560,32 Los Platillos,,3232,33.655927,-117.619071,839-062-36,60590320492009,SINGLE FAMILY RESIDENTIAL,802526,4440.0,599000,1994,3,2.0,1,Type Not Specified,2,No Pool
1233,9071733163,36 Los Platillos,,3232,33.65564,-117.618953,839-062-38,60590320492009,SINGLE FAMILY RESIDENTIAL,281070,4000.0,174500,1994,3,2.0,1,Type Not Specified,2,No Pool
1234,4257341390,39 Los Platillos,,3231,33.655339,-117.619399,839-062-44,60590320492009,SINGLE FAMILY RESIDENTIAL,805269,4800.0,700000,1994,3,2.0,1,Type Not Specified,2,No Pool
1235,7261391614,26 Las Castanetas,,3206,33.654812,-117.616686,839-063-04,60590320492013,SINGLE FAMILY RESIDENTIAL,745966,4960.0,640000,1992,3,2.0,1,Type Not Specified,2,No Pool
1236,4015268052,23 Los Platillos,,3228,33.656905,-117.619769,839-064-01,60590320492003,SINGLE FAMILY RESIDENTIAL,306255,4940.0,190000,1993,3,3.0,0,Type Not Specified,2,No Pool
